"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003.10",1779.96076624144,0.0281896852879064,0.066001629884009,0.427105896285392,0.669302198511059,0.817469105314058
"ENSG00000000005.5",0.207420051679474,0,5.26790435362004,0,1,NA
"ENSG00000000419.8",928.476001546475,0.392010647537053,0.127352412594608,3.07815642868826,0.0020828554948742,0.0104673191360417
"ENSG00000000457.9",391.633104850622,-0.367879653347885,0.180380054357991,-2.03946968891457,0.0414031733878838,0.121001652837771
"ENSG00000000460.12",620.982144060904,1.14293322198456,0.167237972441674,6.83417291717747,0.00000000000824794899257128,0.000000000186668965871033
"ENSG00000000938.8",0.325405126287646,2.74454518809452,5.19351503302228,0.528456194050406,0.597182743764981,NA
"ENSG00000000971.11",596.833836223582,-0.0620744133350018,0.126888927626248,-0.489202757846943,0.624698157253302,0.7852155958267
"ENSG00000001036.9",8041.69046684668,0.616576698647304,0.0667092121291638,9.24275192238031,0.0000000000000000000240237507734252,0.00000000000000000116742442947618
"ENSG00000001084.6",6411.04669199546,-0.00327691878282664,0.204983209468795,-0.0159862790289928,0.987245338046337,0.994563814780747
"ENSG00000001167.10",1804.77968273745,0.407197477338965,0.276710903958484,1.47156281705494,0.141138972665608,0.302818259796947
"ENSG00000001460.13",557.147449356513,-0.377278953378375,0.0979271948555785,-3.85264740744162,0.000116847590161773,0.000848285196948322
"ENSG00000001461.12",1300.70488353404,-0.297621709079732,0.223978096609677,-1.32879827797801,0.183914530477187,0.366109561497169
"ENSG00000001497.12",1671.74024454185,1.1732000919404,0.208581245869256,5.62466719887077,0.0000000185865953227858,0.00000028428004301826
"ENSG00000001561.6",167.652836940489,0.00207368926330675,0.302981105335734,0.00684428575507669,0.994539092701684,0.998316328943503
"ENSG00000001617.7",259.54758945551,-0.424108564249586,0.144114186054783,-2.94286479256363,0.00325190409231876,0.0152749817189847
"ENSG00000001626.10",623.795234557267,1.03954077066218,0.310203752558733,3.35115472358884,0.000804753250265319,0.00459672329537359
"ENSG00000001629.5",2781.00111347727,-0.0914028776810152,0.322998977495694,-0.282981941273277,0.777190680225265,0.882851038124186
"ENSG00000001630.11",4145.83460427357,0.427637754260806,0.130061440724266,3.28796722440903,0.00100913587033265,0.00557522589748136
"ENSG00000001631.10",1307.52683763587,0.0642300666639237,0.304295508926594,0.211077931746334,0.832826460195311,0.914807804389367
"ENSG00000002016.12",267.712643703142,0.0203225188665298,0.254329311419006,0.0799063181240977,0.936311764764397,0.968916955549015
"ENSG00000002330.9",1375.65951154795,0.146004064205172,0.385091541017183,0.379141187623898,0.704583022198824,0.839894104252035
"ENSG00000002549.8",1884.49160326589,0.888755442627603,0.100613323892894,8.83337721327751,0.00000000000000000101561808479792,0.0000000000000000418186561022898
"ENSG00000002586.13",19700.8058667661,0.160240428170853,0.246093894869643,0.651135324814672,0.514959135228374,0.704468787469348
"ENSG00000002587.5",102.085991235981,0.978334815054219,0.500725050549556,1.95383636984105,0.0507205715785736,0.141583627615056
"ENSG00000002726.15",0.23699755833351,-0.847997401158726,5.26790435362005,-0.160974335188146,0.872113614552811,NA
"ENSG00000002745.8",7.42118681266528,1.11189859667364,0.72863153597502,1.52600943244346,0.127007515426943,0.280961806512479
"ENSG00000002746.10",18.4155758399588,-1.10293980548979,0.646084397646631,-1.70711413169435,0.0878008409752169,0.214653755652056
"ENSG00000002822.11",497.1435023964,0.831188777665384,0.282045786855493,2.94699944619717,0.00320873778110028,0.0151160974596113
"ENSG00000002834.13",13382.250812014,0.181519051811587,0.0933988595608175,1.94348252928494,0.0519578842605312,0.144282306431683
"ENSG00000002919.10",956.772970910282,-0.536428383037789,0.123577058033746,-4.34084118503049,0.0000141938288012841,0.00012817217503481
"ENSG00000002933.3",0.198347587027994,0,5.26790435362004,0,1,NA
"ENSG00000003056.3",2771.09687715537,-0.311437603783878,0.143549120074984,-2.1695542516819,0.0300406302669289,0.0945385995681532
"ENSG00000003096.9",25.4693146834607,0.96532740499068,0.323132158472864,2.98740741111271,0.0028135450389416,0.0134707132599884
"ENSG00000003137.4",4453.16305002439,0.571294846802473,0.273340699220506,2.09004677470882,0.0366135981578974,0.110208564990903
"ENSG00000003147.13",234.539162330804,-0.141093111506193,0.235819856009362,-0.598308869718722,0.549633859386554,0.730947987556971
"ENSG00000003249.9",2792.98016835822,-0.0930878544891737,0.134864768428556,-0.690231077944469,0.490048882492234,0.68391298115475
"ENSG00000003393.10",1502.20958656274,-0.861364194097926,0.212049523527321,-4.06208974097009,0.000048635372215363,0.000388650663303212
"ENSG00000003400.10",497.909001839088,-0.196880026370098,0.100454575946567,-1.9598910703164,0.0500085235628082,0.140200611277436
"ENSG00000003402.15",4702.13280126074,-1.35526578768263,0.0856305035286051,-15.8269043370731,0.0000000000000000000000000000000000000000000000000000000202964120040032,0.0000000000000000000000000000000000000000000000000000049763111977088
"ENSG00000003436.10",7869.78660755495,-0.123705400964931,0.0986975007462884,-1.25337926522504,0.210067713789658,0.402986374570056
"ENSG00000003509.11",345.184383481265,0.56650441151089,0.147911171960993,3.8300312545714,0.000128126984148041,0.000921899002882881
"ENSG00000003756.12",1786.08660241026,-0.226871022795106,0.0807064629550091,-2.8110638787575,0.0049377981515864,0.0217601987170401
"ENSG00000003987.9",61.9822607096889,-0.247233557392359,0.290440117082884,-0.851237631617552,0.394637362454069,0.600867689050786
"ENSG00000003989.12",5277.91341849108,-0.00772467539594332,0.336105316630123,-0.0229829015303681,0.981663911949686,0.991219607086598
"ENSG00000004059.6",5033.77035888766,0.149918334335954,0.304908309185824,0.491683335020522,0.62294322101269,0.784106036280907
"ENSG00000004139.9",175.599850099074,0.326133066302296,1.07831051718986,0.302448191966277,NA,NA
"ENSG00000004142.7",3957.59424041227,-0.174901720884003,0.172881201289329,-1.01168732967844,0.311687575522775,0.519587143651492
"ENSG00000004399.8",716.588064215562,-0.0980819117169277,0.340721670988767,-0.287865199276277,0.773449926776061,0.880233516623713
"ENSG00000004455.12",4814.30156767772,0.19374652028285,0.142444863561818,1.36015097658308,0.173782152322527,0.351737684663306
"ENSG00000004468.8",16.5635303743763,-1.20108746077106,0.793015518284812,-1.51458254356593,0.129878155674022,0.285633095286357
"ENSG00000004478.5",3983.78456377364,1.10464223056882,0.155739992267423,7.0928617273335,0.00000000000131366698452454,0.0000000000319185572726367
"ENSG00000004487.11",6728.06952701685,0.775514173475927,0.189394572703573,4.09470114378466,0.0000422713292590488,0.000342702730495956
"ENSG00000004534.10",1471.1925216398,-0.461708539186291,0.203055368462108,-2.27380611841567,0.0229776462263835,0.0762716453816079
"ENSG00000004660.10",131.989632125526,0.719438252737476,0.207377506846502,3.46922028178299,0.000521971288936678,0.00315994739901733
"ENSG00000004700.11",1172.70125036175,0.185906763642972,0.288789042216425,0.643745906064016,0.519740216503048,0.708796014640646
"ENSG00000004766.11",673.476383179635,0.256425557442148,0.219277140371342,1.16941308614248,0.242237239974714,0.442634770452965
"ENSG00000004776.7",7.89817696675427,0.665021499755572,0.731193374801724,0.909501539091359,0.363085445764144,0.571652917236367
"ENSG00000004777.14",454.162610752793,0.78197130490763,0.174997130371907,4.46848073020267,0.00000787771076433456,0.0000751633936252723
"ENSG00000004779.5",2683.3113700945,1.09588258126882,0.299918170956889,3.65393859855976,0.000258248050849659,0.00170222808914427
"ENSG00000004799.7",107.706389764421,-0.104782124186032,0.33581815465073,-0.312020427528736,0.755024998872823,0.870276695758959
"ENSG00000004809.9",0.104640046788184,0,5.26790435362004,0,1,NA
"ENSG00000004838.9",8.04617136591033,0.661339744531671,0.782272302685985,0.84540861572232,0.397882735732339,0.603933817617551
"ENSG00000004846.12",86.2853581441655,-1.63381052832562,0.227209072645946,-7.19078032095815,0.000000000000644220640883627,0.0000000000163397780733211
"ENSG00000004848.6",1.15838160807806,-0.898352506594273,2.25948202961499,-0.397592233449784,0.690930786384209,NA
"ENSG00000004864.9",3625.0648684998,0.334068767737003,0.145012228024912,2.30372825993414,0.0212379024371384,0.0716878884517674
"ENSG00000004866.14",854.930606625826,0.327468624849075,0.10085901637402,3.24679574144079,0.00116712119377478,0.00632496823766358
"ENSG00000004897.7",2852.34822401661,0.114455385504595,0.181018988278991,0.632283864763366,0.527201405048306,0.713666817508088
"ENSG00000004939.9",35.1467744053706,1.00517927104531,0.292954836008263,3.43117486893767,0.000600973060318664,0.00356043162789552
"ENSG00000004948.9",28.4318310730597,-1.87886389560154,0.470317746613752,-3.99488199016345,0.0000647264848054143,0.000501630257241961
"ENSG00000004961.10",796.777637588637,0.628558640214623,0.144745611246577,4.34250568843748,0.0000140866837029318,0.000127489214586601
"ENSG00000004975.7",1600.63980425415,0.427452826310329,0.0968704657746192,4.41262280399115,0.0000102125832508095,0.0000952507332360798
"ENSG00000005001.5",69.3991893843164,-1.48074972553549,0.424873763988878,-3.4851521817531,0.000491857217238245,0.00300575282830411
"ENSG00000005007.8",4534.29353899674,0.100899372613392,0.0676843643535402,1.49073384343772,0.136031386914057,0.294837918971775
"ENSG00000005020.8",535.006628983755,0.0491129818788147,0.194758208284414,0.252174130741093,0.800906472726735,0.896904397346992
"ENSG00000005022.5",12361.1635577971,0.613377885872295,0.169349043389052,3.62197431764145,0.000292363152750848,0.00190153558593819
"ENSG00000005059.11",379.384577497596,1.09784193215727,0.141823123217884,7.74092339279999,0.00000000000000986973563734277,0.000000000000296311803494398
"ENSG00000005073.5",109.73596345394,0.239227082352677,0.215394402534523,1.1106466999036,0.26672045295716,0.46985307748234
"ENSG00000005075.11",2656.12593622587,0.14463470471748,0.326663880464801,0.442763076565685,0.657937113048941,0.809878916272183
"ENSG00000005100.8",2498.87169907956,-0.0238846106991641,0.236398829393084,-0.101035232536828,0.919522491747473,0.960921803702985
"ENSG00000005102.8",1.58926266467021,1.13344266568904,1.7784538274119,0.637319141053264,0.523916985492032,0.711840861396478
"ENSG00000005108.11",24.7678073989791,-0.831932630816292,0.416424781311953,-1.99779808539558,0.045738555010932,0.13067466405136
"ENSG00000005156.7",1429.12798356451,-0.495892939958427,0.14774730064232,-3.35635871384838,0.000789760614756017,0.00452302311259029
"ENSG00000005175.5",869.451921945122,-0.212744483330465,0.0771580448574595,-2.7572560155391,0.00582886946364705,0.0248217804370359
"ENSG00000005187.7",101.789823999429,0.244961683847932,0.316168439751476,0.774782214317419,0.438468360602174,0.641542200459964
"ENSG00000005189.15",118.954363344127,0.210942574745025,0.263424314394167,0.8007710876278,0.423264179833236,0.629411960858429
"ENSG00000005194.10",3061.36142612373,0.37118564890793,0.176777838088128,2.09972954145353,0.0357526393618367,0.10814003928098
"ENSG00000005238.15",143.255127168742,-0.45719032566931,0.161761985996372,-2.82631498898364,0.00470869359643409,0.0208756382952045
"ENSG00000005243.5",1.31142001055309,0.0883955494127412,1.39556239368799,0.0633404495653846,0.949495406317203,0.975724561187844
"ENSG00000005249.8",1728.73955147267,0.684164840308341,0.250915141973354,2.72667817066615,0.00639754031629706,0.0268268974859598
"ENSG00000005302.13",1861.06575570203,-0.430675728601102,0.0791920628900896,-5.43836986793532,0.0000000537702611079358,0.000000759258608419387
"ENSG00000005339.8",5443.70547462019,-0.552772843012345,0.310103235383963,-1.78254458496028,0.0746604673597073,0.190047576628782
"ENSG00000005379.11",0.772739877973151,-0.459171790883738,2.52372564337741,-0.181942039574969,0.855628212255073,NA
"ENSG00000005381.6",0.289503712728374,-1.72266734239482,5.2386295614752,-0.328839312300928,0.742277147099672,NA
"ENSG00000005421.4",47.3125030008676,-0.288029090291295,0.300013687740536,-0.960053164442266,0.3370284585544,0.546744522571682
"ENSG00000005436.9",683.443729295245,0.724831122352856,0.240110807912119,3.01873592719802,0.00253831677192238,0.0123794581082724
"ENSG00000005448.12",637.057860418071,0.456855301607467,0.329793143036646,1.38527835175974,0.165967370600103,0.340520348808276
"ENSG00000005469.7",232.891688108666,1.05747371856303,0.134274602173407,7.87545597936213,0.00000000000000339502395193628,0.000000000000106058450946396
"ENSG00000005471.11",13.7145211117894,-1.07679017885015,0.495591754633502,-2.17273626686233,0.0298001725345026,0.0939829257363714
