"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003.10",1779.96076624144,0.0633437396078546,0.0659003603208214,0.961204753653539,0.336449226701136,0.49321041713043
"ENSG00000000005.5",0.207420051679474,1.08983180325396,5.26790435362004,0.206881471282797,0.836102427255387,NA
"ENSG00000000419.8",928.476001546475,0.353297198457523,0.127348957209478,2.77424492668897,0.00553300043055221,0.0200597032922694
"ENSG00000000457.9",391.633104850622,-0.469504054604084,0.180295388894121,-2.60408243097,0.00921205978793483,0.0304546572885304
"ENSG00000000460.12",620.982144060904,0.403299533753633,0.168761211752265,2.38976438700654,0.0168591845195421,0.0496354314836777
"ENSG00000000938.8",0.325405126287646,1.97381550198013,5.23492310886708,0.377047658758697,0.706138187571262,NA
"ENSG00000000971.11",596.833836223582,-0.306163066862215,0.128022695964112,-2.39147492213443,0.0167808303176911,0.0494487488324839
"ENSG00000001036.9",8041.69046684668,0.696750357755638,0.0666802642454019,10.4491241245146,0.000000000000000000000000147884636692166,0.0000000000000000000000114857067830915
"ENSG00000001084.6",6411.04669199546,0.63707419203193,0.204854360225785,3.10988836815465,0.00187158062514412,0.00806920987275454
"ENSG00000001167.10",1804.77968273745,-0.0878246379686215,0.276921540479079,-0.31714628561102,0.75113260539435,0.843424786225358
"ENSG00000001460.13",557.147449356513,-0.451931018437906,0.0990500534326163,-4.56265294945403,0.00000505112713041738,0.0000459377658705303
"ENSG00000001461.12",1300.70488353404,-0.525492981406364,0.224265725433203,-2.34317116621942,0.0191206088683595,0.0550299639021002
"ENSG00000001497.12",1671.74024454185,1.21463138594666,0.20860207453993,5.82271959004014,0.00000000578976521729684,0.0000000907008390054372
"ENSG00000001561.6",167.652836940489,0.0100373509528513,0.302397886959237,0.033192530059591,0.973521054990749,0.985146639481219
"ENSG00000001617.7",259.54758945551,-0.440575697403966,0.141808956868972,-3.10682559925357,0.00189107927293808,0.00814266642691689
"ENSG00000001626.10",623.795234557267,-0.0707508029807971,0.311648410940988,-0.227021221661849,0.820407240455663,0.890707932222895
"ENSG00000001629.5",2781.00111347727,-0.239063519509589,0.323046886587861,-0.740027313170125,0.459283421450824,0.609834307814511
"ENSG00000001630.11",4145.83460427357,0.663670671576604,0.1299252043021,5.10809796406746,0.000000325417931835108,0.00000379914526912364
"ENSG00000001631.10",1307.52683763587,-0.244483601729011,0.304452919718521,-0.803025971815431,0.421959723228333,0.576708501434758
"ENSG00000002016.12",267.712643703142,-0.142041241797268,0.255274814926247,-0.556424815500526,0.577920478527274,0.711137940812013
"ENSG00000002330.9",1375.65951154795,0.937286173779303,0.384823919399763,2.43562348006136,0.0148661496948868,0.0448860584782828
"ENSG00000002549.8",1884.49160326589,0.78635822627349,0.100745938854169,7.80535905682269,0.00000000000000593323787004649,0.000000000000200723014487074
"ENSG00000002586.13",19700.8058667661,0.635585600757585,0.246074913679455,2.58289474231217,0.0097975209184603,0.0320190415950393
"ENSG00000002587.5",102.085991235981,-0.0128148280205051,0.502044580468014,-0.0255252790669684,0.979635985274213,0.988687994756815
"ENSG00000002726.15",0.23699755833351,0.187729006497708,5.26790435362004,0.0356363733841719,0.971572304964876,NA
"ENSG00000002745.8",7.42118681266528,1.43703744414436,0.705838543346125,2.035929402965,0.0417574448117285,0.102430813985828
"ENSG00000002746.10",18.4155758399588,-0.724995888956232,0.631281825746144,-1.14845043748776,0.250782662255344,0.400067269208308
"ENSG00000002822.11",497.1435023964,1.19680118005812,0.281679960221108,4.24879774591944,0.0000214920850092431,0.000168264818886847
"ENSG00000002834.13",13382.250812014,0.34162329956328,0.09338080867368,3.65838874620464,0.000253805871919435,0.00145991326118331
"ENSG00000002919.10",956.772970910282,-0.263013422827101,0.123034444835132,-2.13772186463346,0.0325393238519806,0.0839123982047257
"ENSG00000002933.3",0.198347587027994,0,5.26790435362004,0,1,NA
"ENSG00000003056.3",2771.09687715537,0.166358919635941,0.143509065468644,1.15922237450769,0.246365553511671,0.394929759427206
"ENSG00000003096.9",25.4693146834607,0.0944267020671343,0.348315863919389,0.271095037144181,0.786317938493659,0.868188342196892
"ENSG00000003137.4",4453.16305002439,0.20935072691898,0.273427797877017,0.765652682515995,0.443882988643994,0.596277408131352
"ENSG00000003147.13",234.539162330804,0.681172656239067,0.231875935896094,2.93765997582564,0.00330699505050577,0.0130070421113925
"ENSG00000003249.9",2792.98016835822,0.339320677553766,0.134627046425281,2.52044954237402,0.011720504084013,0.03700941001371
"ENSG00000003393.10",1502.20958656274,-0.856514568336267,0.212108657084635,-4.03809340037688,0.0000538873983425416,0.000378235387408132
"ENSG00000003400.10",497.909001839088,-0.254140470924328,0.100943883470311,-2.51764111095521,0.0118143634089152,0.0372631103667654
"ENSG00000003402.15",4702.13280126074,-1.73624654991636,0.0857256906614005,-20.2535148625887,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000330775095492422,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000195429014454684
"ENSG00000003436.10",7869.78660755495,-0.149970579159036,0.0986823444786559,-1.5197306058276,0.128578696142829,0.244210949516742
"ENSG00000003509.11",345.184383481265,0.890513145475803,0.14681701746386,6.0654627158259,0.00000000131574291739216,0.0000000227443417789117
"ENSG00000003756.12",1786.08660241026,0.129312475299561,0.0801523916166865,1.61333271149254,0.106672243394673,0.211947984924103
"ENSG00000003987.9",61.9822607096889,0.391406630322003,0.285812020753455,1.36945475312823,0.170857169152995,0.301749775733746
"ENSG00000003989.12",5277.91341849108,0.310144534105587,0.336058996680545,0.922887163173935,0.356066010940638,0.513279890117721
"ENSG00000004059.6",5033.77035888766,0.454533638369773,0.304871386949038,1.49090291128486,0.135986986933639,0.254887007120234
"ENSG00000004139.9",175.599850099074,3.67874654859022,1.07282473662182,3.42902845452099,NA,NA
"ENSG00000004142.7",3957.59424041227,-0.0566631077502705,0.172851304358842,-0.327814175082167,0.74305216888383,0.837179869907049
"ENSG00000004399.8",716.588064215562,0.845897739448979,0.340868347357397,2.48159662229378,0.0130795244780196,0.0404211794208627
"ENSG00000004455.12",4814.30156767772,0.249350321859008,0.142446666021949,1.75048197913307,0.0800351810608034,0.17027031896719
"ENSG00000004468.8",16.5635303743763,-3.28598631969951,0.838252800291586,-3.92004216216932,0.0000885334784693613,0.000582118177392148
"ENSG00000004478.5",3983.78456377364,1.11418353379297,0.155760420758057,7.15318775058802,0.000000000000847855124889937,0.0000000000226913369843295
